numero,fecha,cliente,productos,total,
ORD-1762635040502,"08/11/2025, 5:50:40 p. m.","{""nombre"": ""kkkk"", ""telefono"": ""097888888"", ""email"": ""tino@tino.com"", ""direccion"": ""Roodsds"", ""metodoPago"": ""EFECTIVO"", ""notas"": """"}","[{""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""AGUA MATUTINA CON GAS 2.5L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": ""65.0"", ""subcategoria"": """", ""quantity"": 2}]",180,
ORD-1762636462263,"08/11/2025, 6:14:22 p. m.","{""nombre"": ""Onit"", ""telefono"": ""098175225"", ""email"": ""pirulo@piru.com"", ""direccion"": ""Aqui mismo"", ""metodoPago"": ""EFECTIVO"", ""notas"": """"}","[{""categoria"": ""ALMACEN"", ""descripcion"": """", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""ACEITE URUGUAY 900 ML"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": ""100.0"", ""subcategoria"": """", ""quantity"": 7}, {""categoria"": ""ALMACEN"", ""descripcion"": """", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""YERBA BALDO COMUN 1KG"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": ""210.0"", ""subcategoria"": """", ""quantity"": 16}, {""categoria"": ""ALMACEN"", ""descripcion"": """", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""YERBA BALDO COMUN 1/2"", ""nuevo"": ""si"", ""oferta"": ""no"", ""precio"": ""115.0"", ""subcategoria"": """", ""quantity"": 1}]",4175,
ORD-1762637728793,"08/11/2025, 6:35:28 p. m.","{""nombre"": ""jjj"", ""telefono"": ""0000000"", ""email"": ""kkkk"", ""direccion"": ""iiii"", ""metodoPago"": ""EFECTIVO"", ""notas"": """"}","[{""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""AGUA MATUTINA CON GAS 2.5L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": ""65.0"", ""subcategoria"": """", ""quantity"": 10}]",700,
ORD-1762733998150,"09/11/2025, 21:19:58","{""nombre"": ""Nico"", ""telefono"": ""09999"", ""email"": ""nico@nico.com"", ""direccion"": ""dkuhgeiurh"", ""metodoPago"": ""EFECTIVO"", ""notas"": """", ""guardar_datos"": true}","[{""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""id"": ""b257e83b-e6e0-4889-a7a0-af62184e643d"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""AGUA MATUTINA CON GAS 2.5L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 65, ""subcategoria"": """", ""quantity"": 2}]",180,Usuario Registrado
ORD-1762817152634,"10/11/2025, 20:25:52","{""nombre"": ""Tino"", ""telefono"": ""097888728"", ""email"": ""martin.revello@gmail.com"", ""direccion"": ""jkjkhjhkjhkhjk"", ""metodo_pago"": ""POS"", ""notas"": """"}","[{""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""id"": ""b257e83b-e6e0-4889-a7a0-af62184e643d"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""AGUA MATUTINA CON GAS 2.5L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 65, ""subcategoria"": """", ""quantity"": 4}]",310.0,
ORD-1762817153630,"10/11/2025, 20:25:53","{""nombre"": ""Tino"", ""telefono"": ""097888728"", ""email"": ""martin.revello@gmail.com"", ""direccion"": ""jkjkhjhkjhkhjk"", ""metodo_pago"": ""POS"", ""notas"": """"}","[{""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""id"": ""b257e83b-e6e0-4889-a7a0-af62184e643d"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""AGUA MATUTINA CON GAS 2.5L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 65, ""subcategoria"": """", ""quantity"": 4}]",310.0,
ORD-1762818473457,"10/11/2025, 20:47:53","{""nombre"": ""Dora"", ""telefono"": ""099999999"", ""email"": ""martin.revello@gmail.com"", ""direccion"": ""aca"", ""metodo_pago"": ""EFECTIVO"", ""notas"": """"}","[{""categoria"": ""ALMACEN"", ""descripcion"": """", ""id"": ""e1166566-51b0-4f45-bd14-feb28a5922e3"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""ACEITE URUGUAY 900 ML"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 100, ""subcategoria"": """", ""quantity"": 1}, {""categoria"": ""FRUTAS/VERDURAS"", ""descripcion"": """", ""id"": ""38420824-3ebb-4da6-bfdf-e4e1210dbc5e"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""3 PALTAS X100"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 99, ""subcategoria"": """", ""quantity"": 1}]",249.0
ORD-1762822439755,"10/11/2025, 21:53:59","{""nombre"": ""Pedro"", ""telefono"": ""0922222222"", ""email"": ""tinchous@vivaldi.net"", ""direccion"": ""Rodo 2270"", ""metodo_pago"": ""POS"", ""notas"": ""jh""}","[{""categoria"": ""ALMACEN"", ""descripcion"": """", ""id"": ""e1166566-51b0-4f45-bd14-feb28a5922e3"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""ACEITE URUGUAY 900 ML"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 100, ""subcategoria"": """", ""quantity"": 2}]",250.0
ORD-1762824216458,"10/11/2025, 22:23:36","{""nombre"": ""Tino"", ""telefono"": ""097888728"", ""email"": ""martin.revello@gmail.com"", ""direccion"": ""jkjkhjhkjhkhjk"", ""metodo_pago"": ""POS"", ""notas"": """"}","[{""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""id"": ""b257e83b-e6e0-4889-a7a0-af62184e643d"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""AGUA MATUTINA CON GAS 2.5L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 65, ""subcategoria"": """", ""quantity"": 2}]",180.0
ORD-1762824804409,"10/11/2025, 22:33:24","{""nombre"": ""Tino"", ""telefono"": ""097888728"", ""email"": ""martin.revello@gmail.com"", ""direccion"": ""jkjkhjhkjhkhjk"", ""metodo_pago"": ""POS"", ""notas"": """"}","[{""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""id"": ""b257e83b-e6e0-4889-a7a0-af62184e643d"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""AGUA MATUTINA CON GAS 2.5L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 65, ""subcategoria"": """", ""quantity"": 2}]",180.0
ORD-1762825052309,"10/11/2025, 22:37:32","{""nombre"": ""Tino"", ""telefono"": ""097888728"", ""email"": ""martin.revello@gmail.com"", ""direccion"": ""jkjkhjhkjhkhjk"", ""metodo_pago"": ""POS"", ""notas"": """"}","[{""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""id"": ""b257e83b-e6e0-4889-a7a0-af62184e643d"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""AGUA MATUTINA CON GAS 2.5L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 65, ""subcategoria"": """", ""quantity"": 5}]",375.0
ORD-1762825607113,"10/11/2025, 22:46:47","{""nombre"": ""Tino"", ""telefono"": ""097888728"", ""email"": ""martin.revello@gmail.com"", ""direccion"": ""jkjkhjhkjhkhjk"", ""metodo_pago"": ""POS"", ""notas"": """"}","[{""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""id"": ""b257e83b-e6e0-4889-a7a0-af62184e643d"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""AGUA MATUTINA CON GAS 2.5L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 65, ""subcategoria"": """", ""quantity"": 2}]",180.0
ORD-1762825923049,"10/11/2025, 22:52:03","{""nombre"": ""Tino"", ""telefono"": ""097888728"", ""email"": ""martin.revello@gmail.com"", ""direccion"": ""jkjkhjhkjhkhjk"", ""metodo_pago"": ""EFECTIVO"", ""notas"": """"}","[{""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""id"": ""b257e83b-e6e0-4889-a7a0-af62184e643d"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""AGUA MATUTINA CON GAS 2.5L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 65, ""subcategoria"": """", ""quantity"": 4}]",310.0
ORD-1762827390442,"10/11/2025, 23:16:30","{""nombre"": ""Tino"", ""telefono"": ""097888728"", ""email"": ""martin.revello@gmail.com"", ""direccion"": ""jkjkhjhkjhkhjk"", ""metodo_pago"": ""POS"", ""notas"": """"}","[{""categoria"": ""BEBIDAS ALCOHOLICAS"", ""descripcion"": """", ""id"": ""dd4847a3-3700-483d-b066-cf98e2e7ab9f"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""CERVEZA BRAHMA LATA"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 85, ""subcategoria"": """", ""quantity"": 4}, {""categoria"": ""BEBIDAS ALCOHOLICAS"", ""descripcion"": """", ""id"": ""392e2a51-ec12-462f-a152-249fa2eee23d"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""CERVEZA HEINEKEN 710ML LATA"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 181, ""subcategoria"": """", ""quantity"": 4}]",1114.0
ORD-1762834349705,"11/11/2025, 01:12:29","{""nombre"": ""Dora"", ""telefono"": ""099999999"", ""email"": ""martin.revello@outlook.es"", ""direccion"": ""Dorala loca"", ""metodo_pago"": ""EFECTIVO"", ""notas"": """"}","[{""categoria"": ""ROTISERIA"", ""descripcion"": """", ""id"": ""f26f94e7-7f84-4e8c-8da0-5d8054891930"", ""imagen"": ""images/products/croqueta.png"", ""mas_vendido"": ""no"", ""nombre"": ""CROQUETA DE ARROZ"", ""nuevo"": ""si"", ""oferta"": ""no"", ""precio"": 35, ""subcategoria"": """", ""quantity"": 2}, {""categoria"": ""ROTISERIA"", ""descripcion"": """", ""id"": ""d44a47f8-6bc3-4f47-bf40-3fa36aa556ca"", ""imagen"": ""images/products/croquetas.png"", ""mas_vendido"": ""no"", ""nombre"": ""CROQUETAS DE PAPA"", ""nuevo"": ""si"", ""oferta"": ""no"", ""precio"": 45, ""subcategoria"": """", ""quantity"": 2}, {""categoria"": ""BEBIDAS SIN ALCOHOL"", ""descripcion"": """", ""id"": ""dd20a716-13a5-4da4-b942-2b4d48b8051d"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""COCA COLA S/AZUCAR 2.25L"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 185, ""subcategoria"": """", ""quantity"": 1}]",395.0
ORD-1762835450246,"11/11/2025, 01:30:50","{""nombre"": ""Andrea"", ""telefono"": ""011111111"", ""email"": ""andrea@andy.com"", ""direccion"": ""ANdrea andrea"", ""metodo_pago"": ""POS"", ""notas"": ""no quiero escribir nada""}","[{""categoria"": ""FRUTAS/VERDURAS"", ""descripcion"": """", ""id"": ""ff7cab0c-a3d0-4226-9cd9-8c715918411a"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""BANANA"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 116, ""subcategoria"": """", ""quantity"": 4}, {""categoria"": ""FRUTAS/VERDURAS"", ""descripcion"": """", ""id"": ""60ac4172-f307-473c-9715-1d35226e8d01"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""CEBOLLA"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 97, ""subcategoria"": """", ""quantity"": 2}, {""categoria"": ""FRUTAS/VERDURAS"", ""descripcion"": """", ""id"": ""4b802a58-407b-4279-9c6a-b8554487e6c9"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""MORRON ROJO"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 226, ""subcategoria"": """", ""quantity"": 2}, {""categoria"": ""FRUTAS/VERDURAS"", ""descripcion"": """", ""id"": ""ff4154f9-dad8-481c-899a-c1e3941cf454"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""LECHUGA"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 39, ""subcategoria"": """", ""quantity"": 1}, {""categoria"": ""FRUTAS/VERDURAS"", ""descripcion"": """", ""id"": ""83c4cd76-f2af-43a9-9f46-e395c2218d8b"", ""imagen"": """", ""mas_vendido"": ""no"", ""nombre"": ""PAPA"", ""nuevo"": ""no"", ""oferta"": ""no"", ""precio"": 61, ""subcategoria"": """", ""quantity"": 1}]",1260.0
